# Compute-model evidence. Fields: fixture, record-kind, then the original line.
# raw numerical rows are unchanged; record-kind is raw, manifest, or table.
# Hostname and scratch path spelling are normalized; compiler/image hashes, flags, dimensions, CPU and grant readings are retained.
main	manifest	uname: Darwin HOST 25.6.0 Darwin Kernel Version 25.6.0: Fri Jul 31 19:18:49 PDT 2026; root:xnu-12377.161.14~5/RELEASE_ARM64_T6000 arm64
main	manifest	cpus_online: 8
main	manifest	topology: physicalcpu=8 logicalcpu=8
main	manifest	smt: unqualified (file absent)
main	manifest	mask: unqualified (no taskset on this host)
main	manifest	cgroup_cpu_max: unqualified (file absent)
main	manifest	cpuset: unqualified (file absent)
main	manifest	compiler_revision: 2f5617a93fbdaa741bc9ce4c0c6d6840b156b6af
main	manifest	clang: Apple clang version 21.0.0 (clang-2100.3.34.2)
main	manifest	clang++: Apple clang version 21.0.0 (clang-2100.3.34.2)
main	manifest	rustc: rustc 1.98.1 (48a229cea 2026-09-01)
main	manifest	rustc: binary: rustc
main	manifest	rustc: commit-hash: 48a229ceaefd4985c50990b14116b6d856af0985
main	manifest	rustc: commit-date: 2026-09-01
main	manifest	rustc: host: aarch64-apple-darwin
main	manifest	rustc: release: 1.98.1
main	manifest	rustc: LLVM version: 22.1.8
main	manifest	cargo: cargo 1.98.1 (797e8a9bc 2026-08-05)
main	manifest	cmake: cmake version 4.4.3
main	manifest	CFLAGS: -std=c11 -O3 -g -Wall -Wextra -Werror -Wpedantic -pthread  -fno-fast-math -ffp-contract=off -fno-vectorize -fno-slp-vectorize -fno-lto 
main	manifest	CXXFLAGS: -std=c++17 -DNDEBUG -O3 -g -Wall -Wextra -Werror -Wpedantic -pthread  -fno-fast-math -ffp-contract=off -fno-vectorize -fno-slp-vectorize -fno-lto 
main	manifest	WF_FLAGS: -std=c11 -pthread -O2 -Wno-override-module 
main	manifest	WF_PAR_CONTROL_FLAGS: 
main	manifest	WF_RUNTIME_CONTROL_FLAGS: -DWF_PAR_SPLIT_WORK_UNIT=10000
main	manifest	WF_MODULE_CONTROL_FLAGS: 
main	manifest	WFB_GAP_US: 
main	manifest	WF_AB_TWIN: yes (the wf-b row; the wf row is plain)
main	manifest	WF_B_SOURCE: this tree
main	manifest	WF_B_SOURCE_SHA256: 48f0080fd5c43e9e07691a05936c36e232b76d1bde309b6f53bc912176ac3285
main	manifest	WF_B_SOURCE_SHA256: a45c15b928ba20cd1a28373e048b0336b94aaf52a688196e514f0ee2302d8773
main	manifest	WF_B_SOURCE_SHA256: b53ac753ffaa8e1cc22ccc3185983a6f89fa4af0d59d39e7d376f2d4dcb224e7
main	manifest	WF_B_SOURCE_SHA256: 25ef25d07b118f46e592a6779afc3df70cb311008fc5b9ffaa2d0de94d8cf5d2
main	manifest	WF_B_SOURCE_SHA256: 034b4ed00afad8e04de012e3dee8ed5416e9037e5d7227dfa4a2d2a5682567db
main	manifest	WF_B_SOURCE_SHA256: fcd531f908b0f88ebeb9601a7d953a6b99eb62ce5ed55caa4a58a26bf3874e8c
main	manifest	WF_B_SOURCE_SHA256: 4cfcb07dcc0ff7c90955d1d5c265a5cefc3a7b0002dc3a320923d485e16d781d
main	manifest	WF_B_SOURCE_SHA256: f40bf5426d9a174d994ccbfcb410318b96acd523688a983e1c6d5ab7320df9af
main	manifest	WF_B_SOURCE_SHA256: 004c02e134afa3b2d9e297d1e01c0b87786bc02cf84fc7f697215c4ee0920f42
