contract,cohort,element_bytes,path,count,variant,sample,rounds,traces,elapsed_ns,checksum,requests,requested_bytes,peak_bytes
normal,0,8,pop-push,16,whitefoot,0,1024,1,232000,8802986469230538106,2,160,160
normal,0,8,pop-push,16,swap-c,0,1024,1,224000,8802986469230538106,2,160,160
normal,0,8,pop-push,16,hole-c,0,1024,1,217000,8802986469230538106,2,160,160
normal,0,8,pop-push,16,swap-c,1,1024,1,221000,546220320913094185,2,160,160
normal,0,8,pop-push,16,hole-c,1,1024,1,221000,546220320913094185,2,160,160
normal,0,8,pop-push,16,whitefoot,1,1024,1,228000,546220320913094185,2,160,160
normal,0,8,pop-push,16,hole-c,2,1024,1,222000,10865441034341119791,2,160,160
normal,0,8,pop-push,16,whitefoot,2,1024,1,228000,10865441034341119791,2,160,160
normal,0,8,pop-push,16,swap-c,2,1024,1,223000,10865441034341119791,2,160,160
normal,0,8,pop-push,16,whitefoot,3,1024,1,230000,4549251514383245661,2,160,160
normal,0,8,pop-push,16,swap-c,3,1024,1,228000,4549251514383245661,2,160,160
normal,0,8,pop-push,16,hole-c,3,1024,1,222000,4549251514383245661,2,160,160
normal,0,8,pop-push,16,swap-c,4,1024,1,226000,4867084062998922311,2,160,160
normal,0,8,pop-push,16,hole-c,4,1024,1,219000,4867084062998922311,2,160,160
normal,0,8,pop-push,16,whitefoot,4,1024,1,230000,4867084062998922311,2,160,160
normal,0,8,pop-push,16,hole-c,5,1024,1,219000,7631367174159121005,2,160,160
normal,0,8,pop-push,16,whitefoot,5,1024,1,222000,7631367174159121005,2,160,160
normal,0,8,pop-push,16,swap-c,5,1024,1,222000,7631367174159121005,2,160,160
normal,0,8,pop-push,16,whitefoot,6,1024,1,219000,6979187586533935622,2,160,160
normal,0,8,pop-push,16,swap-c,6,1024,1,223000,6979187586533935622,2,160,160
normal,0,8,pop-push,16,hole-c,6,1024,1,220000,6979187586533935622,2,160,160
normal,0,8,pop-push,256,whitefoot,0,64,1,562000,2095109327339511907,2,2080,2080
normal,0,8,pop-push,256,swap-c,0,64,1,471000,2095109327339511907,2,2080,2080
normal,0,8,pop-push,256,hole-c,0,64,1,511000,2095109327339511907,2,2080,2080
normal,0,8,pop-push,256,swap-c,1,64,1,470000,16455454719554808492,2,2080,2080
normal,0,8,pop-push,256,hole-c,1,64,1,507000,16455454719554808492,2,2080,2080
normal,0,8,pop-push,256,whitefoot,1,64,1,559000,16455454719554808492,2,2080,2080
normal,0,8,pop-push,256,hole-c,2,64,1,503000,16373568125155802891,2,2080,2080
normal,0,8,pop-push,256,whitefoot,2,64,1,560000,16373568125155802891,2,2080,2080
normal,0,8,pop-push,256,swap-c,2,64,1,461000,16373568125155802891,2,2080,2080
normal,0,8,pop-push,256,whitefoot,3,64,1,543000,7429390027182612459,2,2080,2080
normal,0,8,pop-push,256,swap-c,3,64,1,452000,7429390027182612459,2,2080,2080
normal,0,8,pop-push,256,hole-c,3,64,1,494000,7429390027182612459,2,2080,2080
normal,0,8,pop-push,256,swap-c,4,64,1,468000,18092097932617642437,2,2080,2080
normal,0,8,pop-push,256,hole-c,4,64,1,504000,18092097932617642437,2,2080,2080
normal,0,8,pop-push,256,whitefoot,4,64,1,555000,18092097932617642437,2,2080,2080
normal,0,8,pop-push,256,hole-c,5,64,1,493000,15087179797192433590,2,2080,2080
normal,0,8,pop-push,256,whitefoot,5,64,1,557000,15087179797192433590,2,2080,2080
normal,0,8,pop-push,256,swap-c,5,64,1,462000,15087179797192433590,2,2080,2080
normal,0,8,pop-push,256,whitefoot,6,64,1,550000,15404695102081171840,2,2080,2080
normal,0,8,pop-push,256,swap-c,6,64,1,453000,15404695102081171840,2,2080,2080
normal,0,8,pop-push,256,hole-c,6,64,1,497000,15404695102081171840,2,2080,2080
normal,0,8,pop-push,4096,whitefoot,0,4,1,807000,1166752097681235270,2,32800,32800
normal,0,8,pop-push,4096,swap-c,0,4,1,829000,1166752097681235270,2,32800,32800
normal,0,8,pop-push,4096,hole-c,0,4,1,837000,1166752097681235270,2,32800,32800
normal,0,8,pop-push,4096,swap-c,1,4,1,813000,15666601388703494727,2,32800,32800
normal,0,8,pop-push,4096,hole-c,1,4,1,831000,15666601388703494727,2,32800,32800
normal,0,8,pop-push,4096,whitefoot,1,4,1,818000,15666601388703494727,2,32800,32800
normal,0,8,pop-push,4096,hole-c,2,4,1,829000,15365377611342539708,2,32800,32800
normal,0,8,pop-push,4096,whitefoot,2,4,1,840000,15365377611342539708,2,32800,32800
normal,0,8,pop-push,4096,swap-c,2,4,1,824000,15365377611342539708,2,32800,32800
normal,0,8,pop-push,4096,whitefoot,3,4,1,838000,11906956114676506359,2,32800,32800
normal,0,8,pop-push,4096,swap-c,3,4,1,816000,11906956114676506359,2,32800,32800
normal,0,8,pop-push,4096,hole-c,3,4,1,827000,11906956114676506359,2,32800,32800
normal,0,8,pop-push,4096,swap-c,4,4,1,800000,14536087914124351449,2,32800,32800
normal,0,8,pop-push,4096,hole-c,4,4,1,802000,14536087914124351449,2,32800,32800
normal,0,8,pop-push,4096,whitefoot,4,4,1,800000,14536087914124351449,2,32800,32800
normal,0,8,pop-push,4096,hole-c,5,4,1,800000,8355236259534966868,2,32800,32800
normal,0,8,pop-push,4096,whitefoot,5,4,1,804000,8355236259534966868,2,32800,32800
normal,0,8,pop-push,4096,swap-c,5,4,1,797000,8355236259534966868,2,32800,32800
normal,0,8,pop-push,4096,whitefoot,6,4,1,797000,6727515430832971233,2,32800,32800
normal,0,8,pop-push,4096,swap-c,6,4,1,794000,6727515430832971233,2,32800,32800
normal,0,8,pop-push,4096,hole-c,6,4,1,802000,6727515430832971233,2,32800,32800
normal,0,8,replace-top,16,whitefoot,0,1024,1,22000,8802986469230538106,2,160,160
normal,0,8,replace-top,16,swap-c,0,1024,1,21000,8802986469230538106,2,160,160
normal,0,8,replace-top,16,hole-c,0,1024,1,24000,8802986469230538106,2,160,160
normal,0,8,replace-top,16,swap-c,1,1024,1,22000,546220320913094185,2,160,160
normal,0,8,replace-top,16,hole-c,1,1024,1,24000,546220320913094185,2,160,160
normal,0,8,replace-top,16,whitefoot,1,1024,1,21000,546220320913094185,2,160,160
normal,0,8,replace-top,16,hole-c,2,1024,1,23000,10865441034341119791,2,160,160
normal,0,8,replace-top,16,whitefoot,2,1024,1,21000,10865441034341119791,2,160,160
normal,0,8,replace-top,16,swap-c,2,1024,1,22000,10865441034341119791,2,160,160
normal,0,8,replace-top,16,whitefoot,3,1024,1,21000,4549251514383245661,2,160,160
normal,0,8,replace-top,16,swap-c,3,1024,1,22000,4549251514383245661,2,160,160
normal,0,8,replace-top,16,hole-c,3,1024,1,23000,4549251514383245661,2,160,160
normal,0,8,replace-top,16,swap-c,4,1024,1,21000,4867084062998922311,2,160,160
normal,0,8,replace-top,16,hole-c,4,1024,1,23000,4867084062998922311,2,160,160
normal,0,8,replace-top,16,whitefoot,4,1024,1,21000,4867084062998922311,2,160,160
normal,0,8,replace-top,16,hole-c,5,1024,1,24000,7631367174159121005,2,160,160
normal,0,8,replace-top,16,whitefoot,5,1024,1,22000,7631367174159121005,2,160,160
normal,0,8,replace-top,16,swap-c,5,1024,1,22000,7631367174159121005,2,160,160
normal,0,8,replace-top,16,whitefoot,6,1024,1,21000,6979187586533935622,2,160,160
normal,0,8,replace-top,16,swap-c,6,1024,1,21000,6979187586533935622,2,160,160
normal,0,8,replace-top,16,hole-c,6,1024,1,23000,6979187586533935622,2,160,160
normal,0,8,replace-top,256,whitefoot,0,64,1,52000,2095109327339511907,2,2080,2080
normal,0,8,replace-top,256,swap-c,0,64,1,50000,2095109327339511907,2,2080,2080
normal,0,8,replace-top,256,hole-c,0,64,1,51000,2095109327339511907,2,2080,2080
normal,0,8,replace-top,256,swap-c,1,64,1,50000,16455454719554808492,2,2080,2080
normal,0,8,replace-top,256,hole-c,1,64,1,51000,16455454719554808492,2,2080,2080
normal,0,8,replace-top,256,whitefoot,1,64,1,50000,16455454719554808492,2,2080,2080
normal,0,8,replace-top,256,hole-c,2,64,1,50000,16373568125155802891,2,2080,2080
normal,0,8,replace-top,256,whitefoot,2,64,1,50000,16373568125155802891,2,2080,2080
normal,0,8,replace-top,256,swap-c,2,64,1,49000,16373568125155802891,2,2080,2080
normal,0,8,replace-top,256,whitefoot,3,64,1,51000,7429390027182612459,2,2080,2080
normal,0,8,replace-top,256,swap-c,3,64,1,49000,7429390027182612459,2,2080,2080
normal,0,8,replace-top,256,hole-c,3,64,1,49000,7429390027182612459,2,2080,2080
normal,0,8,replace-top,256,swap-c,4,64,1,48000,18092097932617642437,2,2080,2080
normal,0,8,replace-top,256,hole-c,4,64,1,49000,18092097932617642437,2,2080,2080
normal,0,8,replace-top,256,whitefoot,4,64,1,50000,18092097932617642437,2,2080,2080
normal,0,8,replace-top,256,hole-c,5,64,1,50000,15087179797192433590,2,2080,2080
normal,0,8,replace-top,256,whitefoot,5,64,1,49000,15087179797192433590,2,2080,2080
normal,0,8,replace-top,256,swap-c,5,64,1,48000,15087179797192433590,2,2080,2080
normal,0,8,replace-top,256,whitefoot,6,64,1,49000,15404695102081171840,2,2080,2080
normal,0,8,replace-top,256,swap-c,6,64,1,48000,15404695102081171840,2,2080,2080
normal,0,8,replace-top,256,hole-c,6,64,1,49000,15404695102081171840,2,2080,2080
normal,0,8,replace-top,4096,whitefoot,0,4,1,348000,1166752097681235270,2,32800,32800
normal,0,8,replace-top,4096,swap-c,0,4,1,322000,1166752097681235270,2,32800,32800
normal,0,8,replace-top,4096,hole-c,0,4,1,336000,1166752097681235270,2,32800,32800
normal,0,8,replace-top,4096,swap-c,1,4,1,328000,15666601388703494727,2,32800,32800
normal,0,8,replace-top,4096,hole-c,1,4,1,335000,15666601388703494727,2,32800,32800
normal,0,8,replace-top,4096,whitefoot,1,4,1,349000,15666601388703494727,2,32800,32800
normal,0,8,replace-top,4096,hole-c,2,4,1,325000,15365377611342539708,2,32800,32800
normal,0,8,replace-top,4096,whitefoot,2,4,1,351000,15365377611342539708,2,32800,32800
normal,0,8,replace-top,4096,swap-c,2,4,1,328000,15365377611342539708,2,32800,32800
normal,0,8,replace-top,4096,whitefoot,3,4,1,350000,11906956114676506359,2,32800,32800
normal,0,8,replace-top,4096,swap-c,3,4,1,320000,11906956114676506359,2,32800,32800
normal,0,8,replace-top,4096,hole-c,3,4,1,335000,11906956114676506359,2,32800,32800
normal,0,8,replace-top,4096,swap-c,4,4,1,323000,14536087914124351449,2,32800,32800
normal,0,8,replace-top,4096,hole-c,4,4,1,331000,14536087914124351449,2,32800,32800
normal,0,8,replace-top,4096,whitefoot,4,4,1,346000,14536087914124351449,2,32800,32800
normal,0,8,replace-top,4096,hole-c,5,4,1,327000,8355236259534966868,2,32800,32800
normal,0,8,replace-top,4096,whitefoot,5,4,1,350000,8355236259534966868,2,32800,32800
normal,0,8,replace-top,4096,swap-c,5,4,1,323000,8355236259534966868,2,32800,32800
normal,0,8,replace-top,4096,whitefoot,6,4,1,349000,6727515430832971233,2,32800,32800
normal,0,8,replace-top,4096,swap-c,6,4,1,324000,6727515430832971233,2,32800,32800
normal,0,8,replace-top,4096,hole-c,6,4,1,333000,6727515430832971233,2,32800,32800
normal,0,8,grow-pop,16,whitefoot,0,0,1024,484000,12874972562093525024,6144,352256,224
normal,0,8,grow-pop,16,swap-c,0,0,1024,493000,12874972562093525024,6144,352256,224
normal,0,8,grow-pop,16,hole-c,0,0,1024,493000,12874972562093525024,6144,352256,224
normal,0,8,grow-pop,16,swap-c,1,0,1024,487000,13934894463070337316,6144,352256,224
normal,0,8,grow-pop,16,hole-c,1,0,1024,489000,13934894463070337316,6144,352256,224
normal,0,8,grow-pop,16,whitefoot,1,0,1024,474000,13934894463070337316,6144,352256,224
normal,0,8,grow-pop,16,hole-c,2,0,1024,495000,2749389875711152388,6144,352256,224
normal,0,8,grow-pop,16,whitefoot,2,0,1024,470000,2749389875711152388,6144,352256,224
normal,0,8,grow-pop,16,swap-c,2,0,1024,487000,2749389875711152388,6144,352256,224
normal,0,8,grow-pop,16,whitefoot,3,0,1024,469000,15427617459488570974,6144,352256,224
normal,0,8,grow-pop,16,swap-c,3,0,1024,483000,15427617459488570974,6144,352256,224
normal,0,8,grow-pop,16,hole-c,3,0,1024,482000,15427617459488570974,6144,352256,224
normal,0,8,grow-pop,16,swap-c,4,0,1024,484000,7936345058778930982,6144,352256,224
normal,0,8,grow-pop,16,hole-c,4,0,1024,485000,7936345058778930982,6144,352256,224
normal,0,8,grow-pop,16,whitefoot,4,0,1024,463000,7936345058778930982,6144,352256,224
normal,0,8,grow-pop,16,hole-c,5,0,1024,482000,4000070146187680314,6144,352256,224
normal,0,8,grow-pop,16,whitefoot,5,0,1024,411000,4000070146187680314,6144,352256,224
normal,0,8,grow-pop,16,swap-c,5,0,1024,442000,4000070146187680314,6144,352256,224
normal,0,8,grow-pop,16,whitefoot,6,0,1024,421000,15680815322054169696,6144,352256,224
normal,0,8,grow-pop,16,swap-c,6,0,1024,435000,15680815322054169696,6144,352256,224
normal,0,8,grow-pop,16,hole-c,6,0,1024,439000,15680815322054169696,6144,352256,224
normal,0,8,grow-pop,256,whitefoot,0,0,64,411000,2754166097019496954,640,271872,3104
normal,0,8,grow-pop,256,swap-c,0,0,64,441000,2754166097019496954,640,271872,3104
normal,0,8,grow-pop,256,hole-c,0,0,64,443000,2754166097019496954,640,271872,3104
normal,0,8,grow-pop,256,swap-c,1,0,64,442000,5590520935418175952,640,271872,3104
normal,0,8,grow-pop,256,hole-c,1,0,64,444000,5590520935418175952,640,271872,3104
normal,0,8,grow-pop,256,whitefoot,1,0,64,399000,5590520935418175952,640,271872,3104
normal,0,8,grow-pop,256,hole-c,2,0,64,435000,11073852327630296802,640,271872,3104
normal,0,8,grow-pop,256,whitefoot,2,0,64,393000,11073852327630296802,640,271872,3104
normal,0,8,grow-pop,256,swap-c,2,0,64,440000,11073852327630296802,640,271872,3104
normal,0,8,grow-pop,256,whitefoot,3,0,64,391000,9334338265825847964,640,271872,3104
normal,0,8,grow-pop,256,swap-c,3,0,64,428000,9334338265825847964,640,271872,3104
normal,0,8,grow-pop,256,hole-c,3,0,64,442000,9334338265825847964,640,271872,3104
normal,0,8,grow-pop,256,swap-c,4,0,64,439000,15087551947257045642,640,271872,3104
normal,0,8,grow-pop,256,hole-c,4,0,64,440000,15087551947257045642,640,271872,3104
normal,0,8,grow-pop,256,whitefoot,4,0,64,398000,15087551947257045642,640,271872,3104
normal,0,8,grow-pop,256,hole-c,5,0,64,459000,13573337963951932896,640,271872,3104
normal,0,8,grow-pop,256,whitefoot,5,0,64,396000,13573337963951932896,640,271872,3104
normal,0,8,grow-pop,256,swap-c,5,0,64,442000,13573337963951932896,640,271872,3104
normal,0,8,grow-pop,256,whitefoot,6,0,64,396000,11429452708456054836,640,271872,3104
normal,0,8,grow-pop,256,swap-c,6,0,64,433000,11429452708456054836,640,271872,3104
normal,0,8,grow-pop,256,hole-c,6,0,64,442000,11429452708456054836,640,271872,3104
normal,0,8,grow-pop,4096,whitefoot,0,0,4,508000,16502110759562273086,56,263008,49184
normal,0,8,grow-pop,4096,swap-c,0,0,4,519000,16502110759562273086,56,263008,49184
normal,0,8,grow-pop,4096,hole-c,0,0,4,518000,16502110759562273086,56,263008,49184
normal,0,8,grow-pop,4096,swap-c,1,0,4,531000,11536989247569107590,56,263008,49184
normal,0,8,grow-pop,4096,hole-c,1,0,4,517000,11536989247569107590,56,263008,49184
normal,0,8,grow-pop,4096,whitefoot,1,0,4,505000,11536989247569107590,56,263008,49184
normal,0,8,grow-pop,4096,hole-c,2,0,4,524000,5706869340755613520,56,263008,49184
normal,0,8,grow-pop,4096,whitefoot,2,0,4,530000,5706869340755613520,56,263008,49184
normal,0,8,grow-pop,4096,swap-c,2,0,4,543000,5706869340755613520,56,263008,49184
normal,0,8,grow-pop,4096,whitefoot,3,0,4,518000,12788599606175263966,56,263008,49184
normal,0,8,grow-pop,4096,swap-c,3,0,4,515000,12788599606175263966,56,263008,49184
normal,0,8,grow-pop,4096,hole-c,3,0,4,502000,12788599606175263966,56,263008,49184
normal,0,8,grow-pop,4096,swap-c,4,0,4,537000,16453595151000462928,56,263008,49184
normal,0,8,grow-pop,4096,hole-c,4,0,4,517000,16453595151000462928,56,263008,49184
normal,0,8,grow-pop,4096,whitefoot,4,0,4,508000,16453595151000462928,56,263008,49184
normal,0,8,grow-pop,4096,hole-c,5,0,4,517000,11916207718529311264,56,263008,49184
normal,0,8,grow-pop,4096,whitefoot,5,0,4,508000,11916207718529311264,56,263008,49184
normal,0,8,grow-pop,4096,swap-c,5,0,4,531000,11916207718529311264,56,263008,49184
normal,0,8,grow-pop,4096,whitefoot,6,0,4,495000,3547806601161510244,56,263008,49184
normal,0,8,grow-pop,4096,swap-c,6,0,4,530000,3547806601161510244,56,263008,49184
normal,0,8,grow-pop,4096,hole-c,6,0,4,517000,3547806601161510244,56,263008,49184
normal,0,8,heapify-pop,16,whitefoot,0,0,1024,257000,12874972562093525024,1024,147456,144
normal,0,8,heapify-pop,16,swap-c,0,0,1024,236000,12874972562093525024,1024,147456,144
normal,0,8,heapify-pop,16,hole-c,0,0,1024,241000,12874972562093525024,1024,147456,144
normal,0,8,heapify-pop,16,swap-c,1,0,1024,234000,13934894463070337316,1024,147456,144
normal,0,8,heapify-pop,16,hole-c,1,0,1024,235000,13934894463070337316,1024,147456,144
normal,0,8,heapify-pop,16,whitefoot,1,0,1024,258000,13934894463070337316,1024,147456,144
normal,0,8,heapify-pop,16,hole-c,2,0,1024,229000,2749389875711152388,1024,147456,144
normal,0,8,heapify-pop,16,whitefoot,2,0,1024,252000,2749389875711152388,1024,147456,144
normal,0,8,heapify-pop,16,swap-c,2,0,1024,230000,2749389875711152388,1024,147456,144
normal,0,8,heapify-pop,16,whitefoot,3,0,1024,240000,15427617459488570974,1024,147456,144
normal,0,8,heapify-pop,16,swap-c,3,0,1024,222000,15427617459488570974,1024,147456,144
normal,0,8,heapify-pop,16,hole-c,3,0,1024,233000,15427617459488570974,1024,147456,144
normal,0,8,heapify-pop,16,swap-c,4,0,1024,233000,7936345058778930982,1024,147456,144
normal,0,8,heapify-pop,16,hole-c,4,0,1024,235000,7936345058778930982,1024,147456,144
normal,0,8,heapify-pop,16,whitefoot,4,0,1024,257000,7936345058778930982,1024,147456,144
normal,0,8,heapify-pop,16,hole-c,5,0,1024,231000,4000070146187680314,1024,147456,144
normal,0,8,heapify-pop,16,whitefoot,5,0,1024,254000,4000070146187680314,1024,147456,144
normal,0,8,heapify-pop,16,swap-c,5,0,1024,239000,4000070146187680314,1024,147456,144
normal,0,8,heapify-pop,16,whitefoot,6,0,1024,259000,15680815322054169696,1024,147456,144
normal,0,8,heapify-pop,16,swap-c,6,0,1024,240000,15680815322054169696,1024,147456,144
normal,0,8,heapify-pop,16,hole-c,6,0,1024,242000,15680815322054169696,1024,147456,144
normal,0,8,heapify-pop,256,whitefoot,0,0,64,328000,2754166097019496954,64,132096,2064
normal,0,8,heapify-pop,256,swap-c,0,0,64,326000,2754166097019496954,64,132096,2064
normal,0,8,heapify-pop,256,hole-c,0,0,64,335000,2754166097019496954,64,132096,2064
normal,0,8,heapify-pop,256,swap-c,1,0,64,323000,5590520935418175952,64,132096,2064
normal,0,8,heapify-pop,256,hole-c,1,0,64,321000,5590520935418175952,64,132096,2064
normal,0,8,heapify-pop,256,whitefoot,1,0,64,321000,5590520935418175952,64,132096,2064
normal,0,8,heapify-pop,256,hole-c,2,0,64,352000,11073852327630296802,64,132096,2064
normal,0,8,heapify-pop,256,whitefoot,2,0,64,332000,11073852327630296802,64,132096,2064
normal,0,8,heapify-pop,256,swap-c,2,0,64,327000,11073852327630296802,64,132096,2064
normal,0,8,heapify-pop,256,whitefoot,3,0,64,323000,9334338265825847964,64,132096,2064
normal,0,8,heapify-pop,256,swap-c,3,0,64,316000,9334338265825847964,64,132096,2064
normal,0,8,heapify-pop,256,hole-c,3,0,64,332000,9334338265825847964,64,132096,2064
normal,0,8,heapify-pop,256,swap-c,4,0,64,307000,15087551947257045642,64,132096,2064
normal,0,8,heapify-pop,256,hole-c,4,0,64,312000,15087551947257045642,64,132096,2064
normal,0,8,heapify-pop,256,whitefoot,4,0,64,306000,15087551947257045642,64,132096,2064
normal,0,8,heapify-pop,256,hole-c,5,0,64,307000,13573337963951932896,64,132096,2064
normal,0,8,heapify-pop,256,whitefoot,5,0,64,288000,13573337963951932896,64,132096,2064
normal,0,8,heapify-pop,256,swap-c,5,0,64,293000,13573337963951932896,64,132096,2064
normal,0,8,heapify-pop,256,whitefoot,6,0,64,300000,11429452708456054836,64,132096,2064
normal,0,8,heapify-pop,256,swap-c,6,0,64,301000,11429452708456054836,64,132096,2064
normal,0,8,heapify-pop,256,hole-c,6,0,64,317000,11429452708456054836,64,132096,2064
normal,0,8,heapify-pop,4096,whitefoot,0,0,4,445000,16502110759562273086,4,131136,32784
normal,0,8,heapify-pop,4096,swap-c,0,0,4,434000,16502110759562273086,4,131136,32784
normal,0,8,heapify-pop,4096,hole-c,0,0,4,378000,16502110759562273086,4,131136,32784
normal,0,8,heapify-pop,4096,swap-c,1,0,4,421000,11536989247569107590,4,131136,32784
normal,0,8,heapify-pop,4096,hole-c,1,0,4,402000,11536989247569107590,4,131136,32784
normal,0,8,heapify-pop,4096,whitefoot,1,0,4,429000,11536989247569107590,4,131136,32784
normal,0,8,heapify-pop,4096,hole-c,2,0,4,402000,5706869340755613520,4,131136,32784
normal,0,8,heapify-pop,4096,whitefoot,2,0,4,430000,5706869340755613520,4,131136,32784
normal,0,8,heapify-pop,4096,swap-c,2,0,4,391000,5706869340755613520,4,131136,32784
normal,0,8,heapify-pop,4096,whitefoot,3,0,4,401000,12788599606175263966,4,131136,32784
normal,0,8,heapify-pop,4096,swap-c,3,0,4,383000,12788599606175263966,4,131136,32784
normal,0,8,heapify-pop,4096,hole-c,3,0,4,378000,12788599606175263966,4,131136,32784
normal,0,8,heapify-pop,4096,swap-c,4,0,4,376000,16453595151000462928,4,131136,32784
normal,0,8,heapify-pop,4096,hole-c,4,0,4,370000,16453595151000462928,4,131136,32784
normal,0,8,heapify-pop,4096,whitefoot,4,0,4,402000,16453595151000462928,4,131136,32784
normal,0,8,heapify-pop,4096,hole-c,5,0,4,375000,11916207718529311264,4,131136,32784
normal,0,8,heapify-pop,4096,whitefoot,5,0,4,402000,11916207718529311264,4,131136,32784
normal,0,8,heapify-pop,4096,swap-c,5,0,4,374000,11916207718529311264,4,131136,32784
normal,0,8,heapify-pop,4096,whitefoot,6,0,4,441000,3547806601161510244,4,131136,32784
normal,0,8,heapify-pop,4096,swap-c,6,0,4,397000,3547806601161510244,4,131136,32784
normal,0,8,heapify-pop,4096,hole-c,6,0,4,400000,3547806601161510244,4,131136,32784
normal,0,8,setup-cleanup,16,whitefoot,0,0,1024,46000,14422816978770964992,1024,147456,144
normal,0,8,setup-cleanup,16,swap-c,0,0,1024,44000,14422816978770964992,1024,147456,144
normal,0,8,setup-cleanup,16,hole-c,0,0,1024,43000,14422816978770964992,1024,147456,144
normal,0,8,setup-cleanup,16,swap-c,1,0,1024,43000,16541563909112182272,1024,147456,144
normal,0,8,setup-cleanup,16,hole-c,1,0,1024,40000,16541563909112182272,1024,147456,144
normal,0,8,setup-cleanup,16,whitefoot,1,0,1024,39000,16541563909112182272,1024,147456,144
normal,0,8,setup-cleanup,16,hole-c,2,0,1024,39000,213566765743847936,1024,147456,144
normal,0,8,setup-cleanup,16,whitefoot,2,0,1024,41000,213566765743847936,1024,147456,144
normal,0,8,setup-cleanup,16,swap-c,2,0,1024,41000,213566765743847936,1024,147456,144
normal,0,8,setup-cleanup,16,whitefoot,3,0,1024,41000,2332313696085065216,1024,147456,144
normal,0,8,setup-cleanup,16,swap-c,3,0,1024,40000,2332313696085065216,1024,147456,144
normal,0,8,setup-cleanup,16,hole-c,3,0,1024,39000,2332313696085065216,1024,147456,144
normal,0,8,setup-cleanup,16,swap-c,4,0,1024,41000,4451060626426282496,1024,147456,144
normal,0,8,setup-cleanup,16,hole-c,4,0,1024,40000,4451060626426282496,1024,147456,144
normal,0,8,setup-cleanup,16,whitefoot,4,0,1024,39000,4451060626426282496,1024,147456,144
normal,0,8,setup-cleanup,16,hole-c,5,0,1024,40000,6569807556767499776,1024,147456,144
normal,0,8,setup-cleanup,16,whitefoot,5,0,1024,40000,6569807556767499776,1024,147456,144
normal,0,8,setup-cleanup,16,swap-c,5,0,1024,42000,6569807556767499776,1024,147456,144
normal,0,8,setup-cleanup,16,whitefoot,6,0,1024,40000,8688554487108717056,1024,147456,144
normal,0,8,setup-cleanup,16,swap-c,6,0,1024,41000,8688554487108717056,1024,147456,144
normal,0,8,setup-cleanup,16,hole-c,6,0,1024,41000,8688554487108717056,1024,147456,144
normal,0,8,setup-cleanup,256,whitefoot,0,0,64,33000,9900790938569302304,64,132096,2064
normal,0,8,setup-cleanup,256,swap-c,0,0,64,33000,9900790938569302304,64,132096,2064
normal,0,8,setup-cleanup,256,hole-c,0,0,64,32000,9900790938569302304,64,132096,2064
normal,0,8,setup-cleanup,256,swap-c,1,0,64,32000,17136068604176777568,64,132096,2064
normal,0,8,setup-cleanup,256,hole-c,1,0,64,32000,17136068604176777568,64,132096,2064
normal,0,8,setup-cleanup,256,whitefoot,1,0,64,33000,17136068604176777568,64,132096,2064
normal,0,8,setup-cleanup,256,hole-c,2,0,64,32000,5924602196074701216,64,132096,2064
normal,0,8,setup-cleanup,256,whitefoot,2,0,64,32000,5924602196074701216,64,132096,2064
normal,0,8,setup-cleanup,256,swap-c,2,0,64,33000,5924602196074701216,64,132096,2064
normal,0,8,setup-cleanup,256,whitefoot,3,0,64,32000,13159879861682176480,64,132096,2064
normal,0,8,setup-cleanup,256,swap-c,3,0,64,33000,13159879861682176480,64,132096,2064
normal,0,8,setup-cleanup,256,hole-c,3,0,64,33000,13159879861682176480,64,132096,2064
normal,0,8,setup-cleanup,256,swap-c,4,0,64,32000,1948413453580100128,64,132096,2064
normal,0,8,setup-cleanup,256,hole-c,4,0,64,33000,1948413453580100128,64,132096,2064
normal,0,8,setup-cleanup,256,whitefoot,4,0,64,33000,1948413453580100128,64,132096,2064
normal,0,8,setup-cleanup,256,hole-c,5,0,64,32000,9183691119187575392,64,132096,2064
normal,0,8,setup-cleanup,256,whitefoot,5,0,64,33000,9183691119187575392,64,132096,2064
normal,0,8,setup-cleanup,256,swap-c,5,0,64,33000,9183691119187575392,64,132096,2064
normal,0,8,setup-cleanup,256,whitefoot,6,0,64,32000,16418968784795050656,64,132096,2064
normal,0,8,setup-cleanup,256,swap-c,6,0,64,32000,16418968784795050656,64,132096,2064
normal,0,8,setup-cleanup,256,hole-c,6,0,64,33000,16418968784795050656,64,132096,2064
normal,0,8,setup-cleanup,4096,whitefoot,0,0,4,32000,5836093256192066458,4,131136,32784
normal,0,8,setup-cleanup,4096,swap-c,0,0,4,32000,5836093256192066458,4,131136,32784
normal,0,8,setup-cleanup,4096,hole-c,0,0,4,33000,5836093256192066458,4,131136,32784
normal,0,8,setup-cleanup,4096,swap-c,1,0,4,32000,2689189155266070942,4,131136,32784
normal,0,8,setup-cleanup,4096,hole-c,1,0,4,33000,2689189155266070942,4,131136,32784
normal,0,8,setup-cleanup,4096,whitefoot,1,0,4,34000,2689189155266070942,4,131136,32784
normal,0,8,setup-cleanup,4096,hole-c,2,0,4,33000,17989029128049627042,4,131136,32784
normal,0,8,setup-cleanup,4096,whitefoot,2,0,4,33000,17989029128049627042,4,131136,32784
normal,0,8,setup-cleanup,4096,swap-c,2,0,4,34000,17989029128049627042,4,131136,32784
normal,0,8,setup-cleanup,4096,whitefoot,3,0,4,33000,14842125027123631526,4,131136,32784
