schema_version	context_id	derivation_id	contract_id	member_contract_id	outcome_id	source_status	payload_branch_id	payload_size_class	stored_borrow_route_id	od1_policy_variant_id	od3_policy_variant_id	od4_policy_option	context_kind	od3_arm_semantics	context_status	context_basis_disposition	payload_overlay_route_ids	od3_route_id	od4_route_id	source_blocker_route_ids	action_trace_id	cost_evidence_id	canonical_binding_set_sha256	semantic_route_status	mechanized_trace_status	performance_status	blocker_ids	context_row_sha256
privileged-basis-exact-derivation-v1	CTX::9b35308322bf239e8584af282e09a6276e4d7a16691a191f4c0d39440cf37c7d	DENSE-ALIGN-EVIDENCE::RAW-UNSAFE-ALIGN-01::COMMON-NON-OD1::EXCLUDED_NO_CALL	DENSE-ALIGN-EVIDENCE::RAW-UNSAFE-ALIGN-01::COMMON-NON-OD1::EXCLUDED_NO_CALL	DENSE-ALIGN-EVIDENCE	DENSE-ALIGN-EVIDENCE.RAW-UNSAFE-ALIGN-01.OUT.EXCLUDED_NO_CALL	EXCLUDED_BLOCKS_NAMED_CLAIM	NONE_REGION_FREE_BORROW_FREE_BASE	NOT_APPLICABLE	NONE	COMMON-NON-OD1	NOT_APPLICABLE	NOT_APPLICABLE	SOURCE_NEGATIVE	NOT_APPLICABLE_SOURCE_NEGATIVE	ANALYZED_NO_CANDIDATE_EXECUTION	STATIC_REJECTION	NONE	NEG-STATIC-REJECTION	NONE	NONE	TRACE::9b35308322bf239e8584af282e09a6276e4d7a16691a191f4c0d39440cf37c7d	COST::9b35308322bf239e8584af282e09a6276e4d7a16691a191f4c0d39440cf37c7d	e8cc4e05592410ee1056752c80cf0484146623aa91e1f0b39b8b6767db635141	INDEPENDENT_OBLIGATION_SET_CLOSED	NOT_PRODUCED_ROUTE_APPLICABILITY_ONLY	NOT_AUTHORIZED_NOT_RUN	MECHANIZED-TRACE-NOT-PRODUCED,RAW-SPELLING-REJECTION	adf65b07ce40b94ffdd91969c75cedadf62844cb362916167d12e1378109766c
privileged-basis-exact-derivation-v1	CTX::b4d9df6dfde2956f650155f015d9344d727f3dbf09829bde34053a71bbe783f4	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE.SEQ-APPEND-01.OUT.SUCCESS_NO_GROW	REQUIRED_IN_LOCK	BORROW_BEARING_STORED_TRANSITION	POSITIVE_SIZE	NONE	OD-1-RESERVE-FIRST	OD-3-INCLUDE-ZST	NOT_APPLICABLE	POSITIVE_BASE	INCLUDE_POLICY_POSITIVE_SIZE_ROUTE	ANALYZED_NO_CANDIDATE_EXECUTION	PAPER_ROUTE_COVERED_TRACE_NOT_MECHANIZED	FACT-BORROW,FACT-STATE,PROTOCOL-STORED-BORROW	NONE	NONE	NONE	TRACE::b4d9df6dfde2956f650155f015d9344d727f3dbf09829bde34053a71bbe783f4	COST::b4d9df6dfde2956f650155f015d9344d727f3dbf09829bde34053a71bbe783f4	e35f011b7b86cf342910905cb921704b30abc49796609b5e9cea0d95e0d4849d	INDEPENDENT_OBLIGATION_SET_CONDITIONAL_PARTITION_CLOSED_RUNTIME_ACTION_UNOBSERVED	NOT_PRODUCED_ROUTE_APPLICABILITY_ONLY	NOT_AUTHORIZED_NOT_RUN	MECHANIZED-TRACE-NOT-PRODUCED,OD-3-OWNER-SELECTION	1010e6aeed9ac322048dc925888974babac3bceb092c34ea40b7ead123c3263f
privileged-basis-exact-derivation-v1	CTX::7671c35f86092885b1974ff2efd91348f68971fb2234846959b09357f6b1a4f1	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE.SEQ-APPEND-01.OUT.SUCCESS_NO_GROW	REQUIRED_IN_LOCK	BORROW_BEARING_STORED_TRANSITION	ZERO_SIZE	NONE	OD-1-RESERVE-FIRST	OD-3-INCLUDE-ZST	NOT_APPLICABLE	POSITIVE_BASE	INCLUDE_ZST_LOGICAL_OWNER_NO_PAYLOAD_ALLOCATOR	ANALYZED_NO_CANDIDATE_EXECUTION	PAPER_ROUTE_COVERED_TRACE_NOT_MECHANIZED	FACT-BORROW,FACT-STATE,PROTOCOL-STORED-BORROW	CORE-ZST-LOGICAL	NONE	NONE	TRACE::7671c35f86092885b1974ff2efd91348f68971fb2234846959b09357f6b1a4f1	COST::7671c35f86092885b1974ff2efd91348f68971fb2234846959b09357f6b1a4f1	e35f011b7b86cf342910905cb921704b30abc49796609b5e9cea0d95e0d4849d	INDEPENDENT_OBLIGATION_SET_CONDITIONAL_PARTITION_CLOSED_RUNTIME_ACTION_UNOBSERVED	NOT_PRODUCED_ROUTE_APPLICABILITY_ONLY	NOT_AUTHORIZED_NOT_RUN	MECHANIZED-TRACE-NOT-PRODUCED,OD-3-OWNER-SELECTION	109c2cd2411c5e0920b647a2f039b0c670fb3d8974e659bd5230b50d209848f2
privileged-basis-exact-derivation-v1	CTX::65da7efa574f7d3d347cef5b14b2aad0505853531fb2ad735a56a025098b4313	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE.SEQ-APPEND-01.OUT.SUCCESS_NO_GROW	REQUIRED_IN_LOCK	BORROW_BEARING_STORED_TRANSITION	POSITIVE_SIZE	NONE	OD-1-RESERVE-FIRST	OD-3-DEFER-ZST	NOT_APPLICABLE	POSITIVE_BASE	DEFER_POLICY_POSITIVE_SIZE_ROUTE	ANALYZED_NO_CANDIDATE_EXECUTION	PAPER_ROUTE_COVERED_TRACE_NOT_MECHANIZED	FACT-BORROW,FACT-STATE,PROTOCOL-STORED-BORROW	NONE	NONE	NONE	TRACE::65da7efa574f7d3d347cef5b14b2aad0505853531fb2ad735a56a025098b4313	COST::65da7efa574f7d3d347cef5b14b2aad0505853531fb2ad735a56a025098b4313	e35f011b7b86cf342910905cb921704b30abc49796609b5e9cea0d95e0d4849d	INDEPENDENT_OBLIGATION_SET_CONDITIONAL_PARTITION_CLOSED_RUNTIME_ACTION_UNOBSERVED	NOT_PRODUCED_ROUTE_APPLICABILITY_ONLY	NOT_AUTHORIZED_NOT_RUN	MECHANIZED-TRACE-NOT-PRODUCED,OD-3-OWNER-SELECTION	ba3e67142a13e0dcb84c5dcfd5a39ae6ddc586ddc4df7e88037ff6f5fbb69edd
privileged-basis-exact-derivation-v1	CTX::36a7f2442ebb14d96d739b2cbadc298e74778c8b05b559b1fab747772f5dd4c3	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE.SEQ-APPEND-01.OUT.SUCCESS_NO_GROW	REQUIRED_IN_LOCK	BORROW_BEARING_STORED_TRANSITION	ZERO_SIZE	NONE	OD-1-RESERVE-FIRST	OD-3-DEFER-ZST	NOT_APPLICABLE	OD3_DEFER_ZST_REJECTION	ZST_STATIC_REJECTION_POSITIVE_SIZE_SEPARATE	ANALYZED_NO_CANDIDATE_EXECUTION	PAPER_ROUTE_COVERED_TRACE_NOT_MECHANIZED	FACT-BORROW,FACT-STATE,PROTOCOL-STORED-BORROW	NEG-STATIC-REJECTION	NONE	NONE	TRACE::36a7f2442ebb14d96d739b2cbadc298e74778c8b05b559b1fab747772f5dd4c3	COST::36a7f2442ebb14d96d739b2cbadc298e74778c8b05b559b1fab747772f5dd4c3	e35f011b7b86cf342910905cb921704b30abc49796609b5e9cea0d95e0d4849d	INDEPENDENT_OBLIGATION_SET_CLOSED	NOT_PRODUCED_ROUTE_APPLICABILITY_ONLY	NOT_AUTHORIZED_NOT_RUN	MECHANIZED-TRACE-NOT-PRODUCED,OD-3-OWNER-SELECTION	4524db6cd507a2d813302ce4317d43bd19f82cf5e266d2187e569e994408e5ca
privileged-basis-exact-derivation-v1	CTX::27f5c461af238a3a381886c5b0b180c258a9892525b33c38a7d090690eecdcba	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE.SEQ-APPEND-01.OUT.SUCCESS_GROW	REQUIRED_IN_LOCK	BORROW_BEARING_STORED_TRANSITION	POSITIVE_SIZE	NONE	OD-1-RESERVE-FIRST	OD-3-INCLUDE-ZST	NOT_APPLICABLE	POSITIVE_BASE	INCLUDE_POLICY_POSITIVE_SIZE_ROUTE	ANALYZED_NO_CANDIDATE_EXECUTION	PAPER_ROUTE_COVERED_TRACE_NOT_MECHANIZED	FACT-BORROW,FACT-STATE,PROTOCOL-STORED-BORROW	NONE	NONE	NONE	TRACE::27f5c461af238a3a381886c5b0b180c258a9892525b33c38a7d090690eecdcba	COST::27f5c461af238a3a381886c5b0b180c258a9892525b33c38a7d090690eecdcba	e35f011b7b86cf342910905cb921704b30abc49796609b5e9cea0d95e0d4849d	INDEPENDENT_OBLIGATION_SET_CONDITIONAL_PARTITION_CLOSED_RUNTIME_ACTION_UNOBSERVED	NOT_PRODUCED_ROUTE_APPLICABILITY_ONLY	NOT_AUTHORIZED_NOT_RUN	MECHANIZED-TRACE-NOT-PRODUCED,OD-3-OWNER-SELECTION	6026dc7f6f48e44b5a02851241d1566204ef1ceb9f8727d59302140fa3a948e8
privileged-basis-exact-derivation-v1	CTX::7a1d80c33fd3965e2f5df42c97f63042fa970e1edb1aa1f5df4125421083f614	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE.SEQ-APPEND-01.OUT.SUCCESS_GROW	REQUIRED_IN_LOCK	BORROW_BEARING_STORED_TRANSITION	ZERO_SIZE	NONE	OD-1-RESERVE-FIRST	OD-3-INCLUDE-ZST	NOT_APPLICABLE	OD3_INCLUDE_ZST_OUTCOME_INAPPLICABLE	ZST_NO_ALLOCATOR_OUTCOME_POSITIVE_SIZE_SEPARATE	ANALYZED_NO_CANDIDATE_EXECUTION	PAPER_ROUTE_COVERED_TRACE_NOT_MECHANIZED	FACT-BORROW,FACT-STATE,PROTOCOL-STORED-BORROW	NEG-INAPPLICABLE-CONTEXT	NONE	NONE	TRACE::7a1d80c33fd3965e2f5df42c97f63042fa970e1edb1aa1f5df4125421083f614	COST::7a1d80c33fd3965e2f5df42c97f63042fa970e1edb1aa1f5df4125421083f614	e35f011b7b86cf342910905cb921704b30abc49796609b5e9cea0d95e0d4849d	INDEPENDENT_OBLIGATION_SET_CLOSED	NOT_PRODUCED_ROUTE_APPLICABILITY_ONLY	NOT_AUTHORIZED_NOT_RUN	MECHANIZED-TRACE-NOT-PRODUCED,OD-3-OWNER-SELECTION	3622bff81b8e4e24d8c5b22cbac45fab2307ac82d0b453a7f724055782fd5c05
privileged-basis-exact-derivation-v1	CTX::f65f53104b454c8e0d4c74f9ec599700e0a8272e28642cd2e3cd4524825e854e	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE.SEQ-APPEND-01.OUT.SUCCESS_GROW	REQUIRED_IN_LOCK	BORROW_BEARING_STORED_TRANSITION	POSITIVE_SIZE	NONE	OD-1-RESERVE-FIRST	OD-3-DEFER-ZST	NOT_APPLICABLE	POSITIVE_BASE	DEFER_POLICY_POSITIVE_SIZE_ROUTE	ANALYZED_NO_CANDIDATE_EXECUTION	PAPER_ROUTE_COVERED_TRACE_NOT_MECHANIZED	FACT-BORROW,FACT-STATE,PROTOCOL-STORED-BORROW	NONE	NONE	NONE	TRACE::f65f53104b454c8e0d4c74f9ec599700e0a8272e28642cd2e3cd4524825e854e	COST::f65f53104b454c8e0d4c74f9ec599700e0a8272e28642cd2e3cd4524825e854e	e35f011b7b86cf342910905cb921704b30abc49796609b5e9cea0d95e0d4849d	INDEPENDENT_OBLIGATION_SET_CONDITIONAL_PARTITION_CLOSED_RUNTIME_ACTION_UNOBSERVED	NOT_PRODUCED_ROUTE_APPLICABILITY_ONLY	NOT_AUTHORIZED_NOT_RUN	MECHANIZED-TRACE-NOT-PRODUCED,OD-3-OWNER-SELECTION	9fbb40e57e4cce7e6774c75bd2ec17a155d2ea520c74a029509da969fd3783e8
privileged-basis-exact-derivation-v1	CTX::9f7c9a4c272327004924efed296641949c05853d09698333a724153ec5a0d9e6	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE.SEQ-APPEND-01.OUT.SUCCESS_GROW	REQUIRED_IN_LOCK	BORROW_BEARING_STORED_TRANSITION	ZERO_SIZE	NONE	OD-1-RESERVE-FIRST	OD-3-DEFER-ZST	NOT_APPLICABLE	OD3_DEFER_ZST_REJECTION	ZST_STATIC_REJECTION_POSITIVE_SIZE_SEPARATE	ANALYZED_NO_CANDIDATE_EXECUTION	PAPER_ROUTE_COVERED_TRACE_NOT_MECHANIZED	FACT-BORROW,FACT-STATE,PROTOCOL-STORED-BORROW	NEG-STATIC-REJECTION	NONE	NONE	TRACE::9f7c9a4c272327004924efed296641949c05853d09698333a724153ec5a0d9e6	COST::9f7c9a4c272327004924efed296641949c05853d09698333a724153ec5a0d9e6	e35f011b7b86cf342910905cb921704b30abc49796609b5e9cea0d95e0d4849d	INDEPENDENT_OBLIGATION_SET_CLOSED	NOT_PRODUCED_ROUTE_APPLICABILITY_ONLY	NOT_AUTHORIZED_NOT_RUN	MECHANIZED-TRACE-NOT-PRODUCED,OD-3-OWNER-SELECTION	8dfb3988bb69495c545c353a0267e8e417629fa303d7a7c4b322cf393ed8daa2
privileged-basis-exact-derivation-v1	CTX::6ee73274013c65b688bbcaa76adcd9d27dec063ef4d19285f763a578e614399b	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE.SEQ-APPEND-01.OUT.CAPACITY_OVERFLOW_TRAP	REQUIRED_IN_LOCK	BORROW_BEARING_STORED_TRANSITION	POSITIVE_SIZE	NONE	OD-1-RESERVE-FIRST	OD-3-INCLUDE-ZST	NOT_APPLICABLE	POSITIVE_BASE	INCLUDE_POLICY_POSITIVE_SIZE_ROUTE	ANALYZED_NO_CANDIDATE_EXECUTION	PAPER_ROUTE_COVERED_TRACE_NOT_MECHANIZED	FACT-BORROW,FACT-STATE,PROTOCOL-STORED-BORROW	NONE	NONE	NONE	TRACE::6ee73274013c65b688bbcaa76adcd9d27dec063ef4d19285f763a578e614399b	COST::6ee73274013c65b688bbcaa76adcd9d27dec063ef4d19285f763a578e614399b	e35f011b7b86cf342910905cb921704b30abc49796609b5e9cea0d95e0d4849d	INDEPENDENT_OBLIGATION_SET_CLOSED	NOT_PRODUCED_ROUTE_APPLICABILITY_ONLY	NOT_AUTHORIZED_NOT_RUN	MECHANIZED-TRACE-NOT-PRODUCED,OD-3-OWNER-SELECTION	2e775469fda09da9d6e92ade254642eeb2fc0ed593b6fba3a9844193ec2ace04
